binname	contiglength	mean_read_length	coverage	damage	GC
Lib4_6_bin.120	8995	123.7	56.6	0.029	0.419
Lib4_6_bin.120	2520	122.3	25.2	0.019	0.398
Lib4_6_bin.120	3354	120.3	30.3	0.043	0.389
Lib4_6_bin.120	3769	118.8	22.9	0	0.381
Lib4_6_bin.120	4201	124.1	39.7	0.017	0.405
Lib4_6_bin.120	2747	125.2	38.1	0.034	0.413
Lib4_6_bin.120	4179	114.3	21.6	0.052	0.353
Lib4_6_bin.120	5295	122.6	34.3	0.017	0.393
Lib4_6_bin.120	2602	119.9	19.4	0	0.385
Lib4_6_bin.120	3403	121.7	40.8	0.013	0.423
Lib4_6_bin.120	4686	121.1	25.6	0	0.397
Lib4_6_bin.120	4779	124	32.9	0.022	0.397
Lib4_6_bin.120	5916	120.3	28.9	0.018	0.402
Lib4_6_bin.120	3105	125.6	26.4	0	0.389
Lib4_6_bin.120	6012	125.3	38.4	0.05	0.434
Lib4_6_bin.120	5982	127	30.5	0.03	0.413
Lib4_6_bin.120	3769	127.5	30.3	0	0.417
Lib4_6_bin.120	5878	120.4	39.6	0.039	0.406
Lib4_6_bin.120	5480	123.4	26.9	0.023	0.393
Lib4_6_bin.120	3323	120.5	40.9	0.026	0.393
Lib4_6_bin.120	9088	123.5	30.7	0.007	0.403
Lib4_6_bin.120	3744	126.4	34.6	0.011	0.421
Lib4_6_bin.120	3663	121.5	40.9	0.02	0.454
Lib4_6_bin.120	3150	122	26.7	0.017	0.381
Lib4_6_bin.120	3002	123.3	37.9	0.035	0.402
Lib4_6_bin.120	2906	115.9	25.4	0.05	0.360
Lib4_6_bin.120	3137	119.6	34.7	0.021	0.394
Lib4_6_bin.120	4157	118.5	30.2	0.016	0.381
Lib4_6_bin.120	4039	114.6	31.5	0.008	0.372
Lib4_6_bin.120	3037	123	32.9	0.007	0.388
Lib4_6_bin.120	2589	129.4	33.2	0	0.417
Lib4_6_bin.120	2646	132	36.5	0.021	0.403
Lib4_6_bin.120	4412	123.6	39.7	0.006	0.392
Lib4_6_bin.120	6367	122.2	27.6	0	0.370
Lib4_6_bin.120	4283	122.2	25.7	0.034	0.373
Lib4_6_bin.120	8980	121.8	30	0.076	0.397
Lib4_6_bin.120	3006	116	31.7	0.029	0.385
Lib4_6_bin.120	4109	120.1	33.3	0.009	0.372
Lib4_6_bin.120	3013	122.4	27.7	0	0.398
Lib4_6_bin.120	4005	116	19.2	0	0.384
Lib4_6_bin.120	4268	119.4	35	0.048	0.390
Lib4_6_bin.120	3824	122.2	22.4	0.054	0.391
Lib4_6_bin.120	2615	129.1	28.8	0.074	0.373
Lib4_6_bin.120	3493	120.5	33	0.035	0.390
Lib4_6_bin.120	4928	121.3	26.8	0.009	0.382
Lib4_6_bin.120	2978	124.9	29.6	0	0.387
Lib4_6_bin.120	3092	120.5	34.3	0	0.397
Lib4_6_bin.120	3887	118.1	36.9	0.011	0.413
Lib4_6_bin.120	5201	126.4	43.9	0.019	0.435
Lib4_6_bin.120	3590	122.4	35.7	0	0.392
Lib4_6_bin.120	7249	123	32.8	0.017	0.405
Lib4_6_bin.120	3116	119.6	32.9	0.025	0.388
Lib4_6_bin.120	6813	118.3	27.3	0.021	0.385
Lib4_6_bin.120	3407	117.8	30.2	0.043	0.384
Lib4_6_bin.120	3083	117.5	24.7	0	0.400
Lib4_6_bin.120	3389	132.4	27.9	0.008	0.408
Lib4_6_bin.120	3548	119.3	35	0.036	0.389
Lib4_6_bin.120	2537	115.7	25.9	0	0.385
Lib4_6_bin.120	5513	119.8	28.3	0.022	0.402
Lib4_6_bin.120	3546	126.5	37.2	0	0.409
Lib4_6_bin.120	2647	120.1	30.2	0.01	0.399
Lib4_6_bin.120	4458	120.5	29.7	0.033	0.388
Lib4_6_bin.120	3864	126.2	40.4	0.057	0.410
Lib4_6_bin.120	3762	125.4	29.7	0.04	0.387
Lib4_6_bin.120	3996	121.7	24	0.026	0.369
Lib4_6_bin.120	4258	125.9	38.5	0.01	0.399
Lib4_6_bin.120	3150	120.3	26.9	0.01	0.376
Lib4_6_bin.120	4977	131.7	33.7	0.02	0.419
Lib4_6_bin.120	2582	123.6	26.5	0.017	0.410
Lib4_6_bin.120	7764	121.5	38.7	0.019	0.395
Lib4_6_bin.120	3706	125.8	28	0.023	0.415
Lib4_6_bin.120	3697	119.2	25.2	0	0.414
Lib4_6_bin.120	2517	121.4	24.3	0	0.393
Lib4_6_bin.120	3848	118	37.2	0	0.394
Lib4_6_bin.120	3040	118	27.9	0	0.409
Lib4_6_bin.120	5029	122.8	32.3	0.02	0.401
Lib4_6_bin.120	3171	112.9	32.3	0.05	0.390
Lib4_6_bin.120	2513	112.7	31.2	0.016	0.388
Lib4_6_bin.120	4523	120.3	32.1	0	0.394
Lib4_6_bin.120	6692	122.5	31.4	0	0.399
Lib4_6_bin.120	3558	126.2	36.2	0.016	0.408
Lib4_6_bin.120	4052	125	28.4	0.008	0.410
Lib4_6_bin.120	2665	121	39.7	0.028	0.417
Lib4_6_bin.120	3693	118.6	26.4	0	0.372
Lib4_6_bin.120	7039	118.9	25.7	0.042	0.372
Lib4_6_bin.120	3306	123.1	22.4	0.024	0.382
Lib4_6_bin.120	7578	125.4	43.4	0.043	0.412
Lib4_6_bin.120	6922	121.3	45.3	0.052	0.414
Lib4_6_bin.120	3321	122	27.1	0	0.382
Lib4_6_bin.120	6108	122.6	25.1	0.029	0.381
Lib4_6_bin.120	3268	121.9	31.5	0	0.418
Lib4_6_bin.120	8568	120.2	37.5	0.062	0.404
Lib4_6_bin.120	4958	120.7	24.7	0	0.405
Lib4_6_bin.120	7786	122.3	34.7	0.077	0.402
Lib4_6_bin.120	2908	124.6	38.5	0	0.391
Lib4_6_bin.120	3142	122.8	31.2	0	0.405
Lib4_6_bin.120	5768	119.6	44.6	0.038	0.416
Lib4_6_bin.120	3957	123.7	38.8	0	0.407
Lib4_6_bin.120	2685	119.5	23.7	0.036	0.410
Lib4_6_bin.120	2664	123.6	28.8	0	0.379
Lib4_6_bin.120	3239	119	24.6	0.049	0.381
Lib4_6_bin.120	4654	118.7	35.2	0.009	0.399
Lib4_6_bin.120	2868	117.9	25.8	0.018	0.390
Lib4_6_bin.120	5273	122.1	31	0	0.392
Lib4_6_bin.120	3333	123.4	44.9	0	0.417
Lib4_6_bin.120	3542	115.9	29.7	0	0.418
Lib4_6_bin.120	2641	122.4	21.5	0.067	0.366
Lib4_6_bin.120	4113	114.4	23.6	0.019	0.375
Lib4_6_bin.120	2722	105	32.2	0.071	0.374
Lib4_6_bin.120	9895	128.6	28	0.167	0.407
Lib4_6_bin.120	4923	124.2	29.7	0.028	0.383
Lib4_6_bin.120	2562	123.4	31.4	0	0.369
Lib4_6_bin.120	4333	125.3	39.8	0.049	0.396
Lib4_6_bin.120	10588	124.3	30.9	0.021	0.404
Lib4_6_bin.120	9594	123	32.6	0.045	0.417
Lib4_6_bin.120	3463	124.1	28.9	0.024	0.388
Lib4_6_bin.120	4654	119.6	31.6	0	0.393
Lib4_6_bin.120	6945	121	42.1	0.041	0.405
Lib4_6_bin.120	7572	120.1	37.1	0.032	0.398
Lib4_6_bin.120	3607	128.1	32.9	0.024	0.399
Lib4_6_bin.120	3755	121.3	29.1	0.026	0.407
Lib4_6_bin.120	4745	127.5	31.5	0.033	0.398
Lib4_6_bin.120	2742	119.6	23.2	0.051	0.349
Lib4_6_bin.120	4766	120.8	39.1	0.033	0.394
Lib4_6_bin.120	6334	119.9	40.5	0.044	0.403
Lib4_6_bin.120	3809	123.4	32.2	0.034	0.397
Lib4_6_bin.120	2871	120	33.4	0	0.390
Lib4_6_bin.120	2780	119.1	25.2	0	0.374
Lib4_6_bin.120	7002	125	42.1	0.005	0.427
Lib4_6_bin.120	4585	122.9	32.3	0.013	0.400
Lib4_6_bin.120	2741	120.9	33.2	0	0.406
Lib4_6_bin.120	4439	119.6	31.1	0.009	0.397
Lib4_6_bin.120	4535	117.5	28	0.059	0.407
Lib4_6_bin.120	2678	115.1	24	0.03	0.375
Lib4_6_bin.120	2834	127.4	29.3	0	0.401
Lib4_6_bin.120	2870	118	33.8	0.048	0.397
Lib4_6_bin.120	3863	122.3	30.5	0.034	0.394
Lib4_6_bin.120	3707	123.5	32.4	0	0.390
Lib4_6_bin.120	3604	120.7	34.4	0.016	0.404
Lib4_6_bin.120	3410	115.1	25.5	0	0.388
Lib4_6_bin.120	3810	121.2	34.7	0	0.395
Lib4_6_bin.120	4949	115.1	27.9	0	0.378
Lib4_6_bin.120	4324	121.9	33	0.053	0.398
Lib4_6_bin.120	3199	122.3	28.5	0.014	0.385
Lib4_6_bin.120	3327	124.5	29.2	0	0.393
Lib4_6_bin.120	3053	120	26.3	0.028	0.400
Lib4_6_bin.120	2764	129.4	34.2	0.032	0.433
Lib4_6_bin.120	5121	123.1	29.6	0.014	0.388
Lib4_6_bin.120	4627	125.3	33.3	0.027	0.422
Lib4_6_bin.120	4504	123	37.8	0.04	0.413
Lib4_6_bin.120	7056	120.3	36.9	0.022	0.397
Lib4_6_bin.120	2689	125.3	43.7	0	0.413
Lib4_6_bin.120	2697	120.7	36	0.038	0.416
Lib4_6_bin.120	4957	128.9	40.2	0	0.375
Lib4_6_bin.120	2980	102.7	26.6	0.025	0.350
Lib4_6_bin.120	10443	123.6	36.6	0.024	0.392
Lib4_6_bin.120	2786	116.2	35.6	0.03	0.384
Lib4_6_bin.120	4163	115.6	31.9	0.048	0.373
Lib4_6_bin.120	3500	117.1	19.1	0	0.381
Lib4_6_bin.120	2794	125	23.6	0.053	0.398
Lib4_6_bin.120	3576	119.5	32.9	0.019	0.389
Lib4_6_bin.120	2650	118.6	33.8	0	0.417
Lib4_6_bin.120	19115	122.2	25.5	0.056	0.375
Lib4_6_bin.120	4417	117.4	30.3	0	0.402
Lib4_6_bin.120	4470	125.1	45	0.006	0.393
Lib4_6_bin.120	3953	121	32.9	0.026	0.400
Lib4_6_bin.120	3853	123.2	29.9	0.04	0.394
Lib4_6_bin.120	3072	121.1	32.5	0.036	0.385
Lib4_6_bin.120	2562	111.2	27.6	0.025	0.367
Lib4_6_bin.120	3202	122.1	21.8	0	0.375
Lib4_6_bin.120	5094	117.3	34.4	0	0.396
Lib4_6_bin.120	7065	118.5	32.2	0.004	0.405
Lib4_6_bin.120	2961	122.7	30.4	0.034	0.386
Lib4_6_bin.120	5031	125.1	40.8	0.028	0.401
Lib4_6_bin.120	2604	126.3	41.2	0.021	0.422
Lib4_6_bin.120	2700	125.4	27.5	0	0.368
Lib4_6_bin.120	4651	119.5	37.6	0.01	0.397
Lib4_6_bin.120	3444	116.7	36.7	0.007	0.412
Lib4_6_bin.120	7372	126.7	41.6	0.028	0.409
Lib4_6_bin.120	2583	122.3	37.1	0.017	0.428
Lib4_6_bin.120	4172	118.6	33.1	0.012	0.386
Lib4_6_bin.120	3730	122.9	25	0.009	0.383
Lib4_6_bin.120	4164	122.4	36.1	0.02	0.402
Lib4_6_bin.120	3478	119.8	30.3	0	0.405
Lib4_6_bin.120	3431	123.8	35.6	0.011	0.397
Lib4_6_bin.120	3649	114.9	25.7	0.062	0.402
Lib4_6_bin.120	6196	123.3	32.7	0.023	0.418
Lib4_6_bin.120	6088	120.8	35.1	0.111	0.383
Lib4_6_bin.120	2951	118.6	24.4	0	0.381
Lib4_6_bin.120	3411	120.7	38.1	0.054	0.394
Lib4_6_bin.120	5950	117.4	27.8	0.029	0.383
Lib4_6_bin.120	4381	122.1	33.8	0.03	0.408
Lib4_6_bin.120	5209	118.1	26.3	0.034	0.380
Lib4_6_bin.120	3691	128.6	31.8	0	0.402
Lib4_6_bin.120	2567	119.3	32.5	0.03	0.394
Lib4_6_bin.120	5093	122.8	44.9	0.011	0.418
Lib4_6_bin.120	3769	119.3	26.5	0.07	0.396
Lib4_6_bin.120	7959	123.9	33.6	0.022	0.397
Lib4_6_bin.120	8082	126.4	31.5	0.045	0.402
Lib4_6_bin.120	4516	125	41.1	0.078	0.409
Lib4_6_bin.120	3221	123.9	41.7	0.024	0.403
Lib4_6_bin.120	2903	121.6	21.3	0.056	0.348
Lib4_6_bin.120	2597	112.8	22	0.025	0.380
Lib4_6_bin.120	2915	126.8	32	0.095	0.373
Lib4_6_bin.120	3263	119	31.2	0	0.413
Lib4_6_bin.120	5738	123	27.4	0.032	0.389
Lib4_6_bin.120	3416	121.1	27.1	0.079	0.394
Lib4_6_bin.120	2514	117	38	0.012	0.418
Lib4_6_bin.120	2665	124.4	39.4	0.011	0.404
Lib4_6_bin.120	2707	112.5	26.2	0.012	0.384
Lib4_6_bin.120	4578	128	34.8	0.024	0.409
Lib4_6_bin.120	3625	124.7	27.2	0.012	0.384
Lib4_6_bin.120	2701	122.5	28.6	0.021	0.392
Lib4_6_bin.120	6752	115.7	30.5	0.011	0.380
Lib4_6_bin.120	3210	117.8	29.5	0.015	0.404
Lib4_6_bin.120	2526	122.6	33.8	0.013	0.387
Lib4_6_bin.120	3829	117.8	30.2	0.04	0.390
Lib4_6_bin.120	4816	122.9	36	0.046	0.391
s02_bin.164	7436	166.4	322.2	0.041	0.585
s02_bin.164	6940	167.9	350.8	0.051	0.532
s02_bin.164	28608	167.6	341.1	0.02	0.533
s02_bin.164	7531	167	295.6	0.06	0.554
s02_bin.164	4796	169	388.1	0.042	0.546
s02_bin.164	12189	169.6	376.2	0.046	0.554
s02_bin.164	51762	165.7	376.5	0.035	0.564
s02_bin.164	52730	168.7	354.9	0.05	0.555
s02_bin.164	11084	170.1	380.3	0.043	0.515
s02_bin.164	13811	169	361.9	0.046	0.561
s02_bin.164	4899	170.7	374.2	0.071	0.547
s02_bin.164	38895	167.2	387.3	0.029	0.551
s02_bin.164	26990	168.9	360.4	0.05	0.569
s02_bin.164	11947	167.1	325.4	0.05	0.556
s02_bin.164	17988	168.2	376.9	0.05	0.545
s02_bin.164	13612	168.2	332.8	0.054	0.529
s02_bin.164	26190	166.5	363.2	0.04	0.577
s02_bin.164	47945	169.1	317	0.038	0.540
s02_bin.164	14366	168.7	331.5	0.054	0.551
s02_bin.164	9260	169.2	348.2	0.048	0.548
s02_bin.164	55222	167.3	338.5	0.046	0.556
s02_bin.164	27282	167.8	364.9	0.052	0.561
s02_bin.164	42764	166.9	350.2	0.052	0.565
s02_bin.164	15501	167.6	345.6	0.047	0.539
s02_bin.164	12621	170.5	376.6	0.042	0.545
s02_bin.164	3127	167.4	364.5	0.06	0.535
s02_bin.164	32813	168.8	341.3	0.043	0.512
s02_bin.164	41696	168.4	350.9	0.039	0.549
s02_bin.164	9014	166.7	376.6	0.04	0.571
s02_bin.164	10660	168.5	356.1	0.034	0.527
s02_bin.164	27282	168.8	326.7	0.038	0.537
s02_bin.164	5578	163.9	399.5	0.022	0.535
s02_bin.164	34197	167.9	353	0.052	0.569
s02_bin.164	20581	167.4	334.4	0.055	0.546
s02_bin.164	6929	166.3	324.7	0.034	0.549
s02_bin.164	5269	166.8	325.4	0.04	0.542
s02_bin.164	52365	169.8	334.2	0.048	0.535
s02_bin.164	15520	166.3	326.8	0.04	0.557
s02_bin.164	21415	168.8	351.7	0.053	0.538
s02_bin.164	13262	167.5	416.8	0.022	0.531
s02_bin.164	6207	166.3	354.3	0.039	0.527
s02_bin.164	10258	165.3	337.6	0.041	0.562
s02_bin.164	13839	169.3	400.2	0.035	0.536
s02_bin.164	11279	169.6	303.3	0.044	0.555
s02_bin.164	8391	167.4	350.3	0.024	0.533
s02_bin.164	53825	167.9	346.2	0.046	0.553
s02_bin.164	3529	164.5	455.3	0.017	0.546
s02_bin.164	26535	167.9	353.6	0.054	0.572
s02_bin.164	17162	168	321.6	0.044	0.552
s02_bin.164	55135	166	305.7	0.024	0.538
s02_bin.164	31994	167.6	321.7	0.05	0.557
s02_bin.164	12743	167.7	365	0.047	0.541
s02_bin.164	9729	166.9	344.9	0.043	0.530
s02_bin.164	13505	169.1	346.9	0.046	0.553
s02_bin.164	11293	167.9	382	0.036	0.523
s02_bin.164	3728	163.6	380.2	0.029	0.541
s02_bin.164	8960	168.3	326.1	0.041	0.559
s02_bin.164	28142	166.7	345.4	0.032	0.564
s02_bin.164	61283	167.5	350.6	0.047	0.563
s02_bin.164	5116	169.4	327.1	0.054	0.531
s02_bin.164	16654	166.4	322.8	0.076	0.547
s02_bin.164	63064	170.2	336	0.062	0.526
s02_bin.164	8669	167	332	0.051	0.537
s02_bin.164	33899	169.7	335.1	0.047	0.528
s02_bin.164	7931	165.6	332	0.049	0.562
s02_bin.164	4182	162.6	364	0.015	0.543
s02_bin.164	6418	169.5	372.9	0.049	0.535
s02_bin.164	12551	167.7	325.8	0.046	0.548
s02_bin.164	23070	165	356.5	0.044	0.570
s02_bin.164	7227	168.6	347.5	0.044	0.590
s02_bin.164	8058	166.7	370.8	0.057	0.551
s02_bin.164	44957	167.7	376.4	0.047	0.570
s02_bin.164	4689	152.3	583.6	0.01	0.557
s02_bin.164	4390	163.2	458.9	0.021	0.551
s02_bin.164	18116	167	323.3	0.053	0.535
s02_bin.164	11679	167.2	340.2	0.065	0.588
s02_bin.164	34750	168.3	337.9	0.052	0.561
Lib3_9_bin.30	13864	137.9	55.2	0.056	0.466
Lib3_9_bin.30	13150	135.6	66.3	0.019	0.468
Lib3_9_bin.30	10715	135.5	55.3	0.009	0.478
Lib3_9_bin.30	2526	128.3	61.7	0.011	0.457
Lib3_9_bin.30	5974	131.8	52.6	0.121	0.495
Lib3_9_bin.30	3272	136.3	54.9	0.02	0.449
Lib3_9_bin.30	20001	132.7	53.9	0.07	0.453
Lib3_9_bin.30	13979	137	66.9	0.014	0.472
Lib3_9_bin.30	4605	130.4	52.5	0.035	0.487
Lib3_9_bin.30	15842	135.5	58.6	0.019	0.481
Lib3_9_bin.30	3967	139.1	55.3	0.023	0.496
Lib3_9_bin.30	5819	139.1	52.3	0.107	0.467
Lib3_9_bin.30	19042	133.3	58	0.033	0.467
Lib3_9_bin.30	5350	135.2	56.9	0	0.467
Lib3_9_bin.30	23815	134	59.4	0.063	0.431
Lib3_9_bin.30	8583	136.1	60.2	0.033	0.483
Lib3_9_bin.30	2655	128.5	58.1	0.059	0.472
Lib3_9_bin.30	3956	130.3	46.4	0.019	0.459
Lib3_9_bin.30	3402	122.7	54	0.03	0.482
Lib3_9_bin.30	4819	134	52.3	0	0.488
Lib3_9_bin.30	2598	132	60.2	0	0.510
Lib3_9_bin.30	4984	132.4	57.7	0.017	0.460
Lib3_9_bin.30	6839	131.8	55.2	0.019	0.482
Lib3_9_bin.30	12663	134.7	62.8	0.059	0.474
Lib3_9_bin.30	29022	136.5	58.2	0.049	0.444
Lib3_9_bin.30	16842	134.5	49.7	0.1	0.474
Lib3_9_bin.30	2702	132.1	47.9	0.037	0.466
Lib3_9_bin.30	4978	135.4	54.8	0.011	0.478
Lib3_9_bin.30	6969	139.9	53.7	0	0.454
Lib3_9_bin.30	3971	133.1	56.2	0.042	0.449
Lib3_9_bin.30	14308	133.2	60.5	0.037	0.465
Lib3_9_bin.30	6152	134.9	65.3	0.025	0.441
Lib3_9_bin.30	6402	133.2	46.4	0.038	0.481
Lib3_9_bin.30	5914	135.1	53.9	0.108	0.469
Lib3_9_bin.30	6142	134	57.1	0.045	0.434
Lib3_9_bin.30	4259	135.2	62.5	0	0.442
Lib3_9_bin.30	3082	139	53.8	0.097	0.468
Lib3_9_bin.30	3651	128.6	59.7	0	0.474
Lib3_9_bin.30	10987	133.1	50.2	0.053	0.469
Lib3_9_bin.30	20629	134.4	56.5	0.042	0.442
Lib3_9_bin.30	2737	134.6	56.1	0.033	0.476
Lib3_9_bin.30	2561	126.2	76.7	0.108	0.454
Lib3_9_bin.30	3131	133	59.1	0.141	0.472
Lib3_9_bin.30	5732	134.1	61.1	0.016	0.478
Lib3_9_bin.30	6309	134.5	54.4	0.011	0.431
Lib3_9_bin.30	2511	133	65.9	0	0.451
Lib3_9_bin.30	15295	132.7	55.6	0.025	0.469
Lib3_9_bin.30	22096	137.1	54.2	0.047	0.460
Lib3_9_bin.30	6166	137.9	58.7	0.21	0.453
Lib3_9_bin.30	4615	131.7	46.2	0	0.473
Lib3_9_bin.30	2926	134.1	49.2	0.014	0.489
Lib3_9_bin.30	10720	133.6	62.3	0.035	0.479
Lib3_9_bin.30	9088	130.8	58.9	0.044	0.448
Lib3_9_bin.30	16156	131.7	59	0.024	0.466
Lib3_9_bin.30	6166	138.5	76.6	0.025	0.498
Lib3_9_bin.30	3815	135.2	61.5	0.037	0.447
Lib3_9_bin.30	2943	134.6	52.3	0	0.467
Lib3_9_bin.30	5852	135.8	52.5	0.098	0.465
Lib3_9_bin.30	6188	136.2	51.5	0.02	0.485
Lib3_9_bin.30	21349	132.7	64.1	0.036	0.439
Lib3_9_bin.30	8735	134.1	61.3	0.014	0.494
Lib3_9_bin.30	2873	128.5	53.8	0.214	0.492
Lib3_9_bin.30	6905	138.1	56.4	0.011	0.436
Lib3_9_bin.30	2858	125.1	49.4	0.02	0.491
Lib3_9_bin.30	12696	132.5	54.9	0.006	0.474
Lib3_9_bin.30	10395	133.2	52.8	0.04	0.464
Lib3_9_bin.30	13012	135.5	52.9	0.078	0.495
Lib3_9_bin.30	5913	134	57	0.064	0.483
Lib3_9_bin.30	3670	130.9	56.4	0	0.428
Lib3_9_bin.30	3689	132.7	58	0.064	0.468
Lib3_9_bin.30	6690	138.7	57.8	0	0.446
Lib3_9_bin.30	3497	137.7	49.6	0	0.500
Lib3_9_bin.30	3335	137.5	55.2	0.02	0.466
Lib3_9_bin.30	9131	134	57	0.061	0.468
Lib3_9_bin.30	2613	132.9	54.1	0	0.456
Lib3_9_bin.30	9861	133.8	50.9	0.015	0.480
Lib3_9_bin.30	5271	136.4	52	0.025	0.457
Lib3_9_bin.30	5759	131.2	56.9	0.008	0.464
Lib3_9_bin.30	3907	145.7	57.1	0.02	0.498
Lib3_9_bin.30	8369	127	63.5	0.016	0.460
Lib3_9_bin.30	2887	138	54.9	0	0.467
Lib3_9_bin.30	3679	130	56.7	0.01	0.450
Lib3_9_bin.30	4040	130.5	50.2	0.056	0.467
Lib3_9_bin.30	7084	132.8	52	0.006	0.477
Lib3_9_bin.30	2727	132.6	50.6	0.059	0.435
Lib3_9_bin.30	4505	133.3	57.7	0.061	0.424
Lib3_9_bin.30	11803	128.7	46.5	0.07	0.480
Lib3_9_bin.30	4328	130.6	55.2	0.02	0.434
Lib3_9_bin.30	3717	126.1	50.4	0.091	0.422
Lib3_9_bin.30	9331	133.8	49.8	0.041	0.493
Lib3_9_bin.30	20722	133.5	56.7	0.051	0.440
Lib3_9_bin.30	3108	137.5	49.8	0	0.465
Lib3_9_bin.30	22399	137.6	54.2	0.047	0.475
Lib3_9_bin.30	3897	133.5	48.7	0.088	0.500
Lib3_9_bin.30	4821	130.5	54.1	0.056	0.434
Lib3_9_bin.30	9127	134.9	51.6	0.041	0.480
Lib3_9_bin.30	4536	135	53.9	0	0.465
Lib3_9_bin.30	9121	134.6	55.5	0.023	0.471
Lib3_9_bin.30	6609	137.1	68.7	0.013	0.484
Lib3_9_bin.30	11516	137.6	62.1	0.012	0.485
Lib3_9_bin.30	6239	136.4	78.9	0.015	0.419
Lib3_9_bin.30	7817	132	48	0.158	0.485
Lib3_9_bin.30	7748	135.4	57.8	0.076	0.474
Lib3_9_bin.30	4900	139.9	58.7	0.056	0.453
Lib3_9_bin.30	15520	135.6	55.9	0.025	0.475
Lib3_9_bin.30	10146	133.1	49.5	0.025	0.465
Lib3_9_bin.30	7605	139.4	57.7	0.02	0.484
Lib3_9_bin.30	3537	127.7	49.3	0.051	0.467
Lib3_9_bin.30	4945	140.5	55.7	0.047	0.477
Lib3_9_bin.30	3151	138.9	45.8	0	0.472
Lib3_9_bin.30	6668	132.3	57.8	0.073	0.456
Lib3_9_bin.30	8106	133.1	61.4	0.06	0.454
Lib3_9_bin.30	3115	132.9	44.8	0	0.492
Lib3_9_bin.30	9546	136.8	58.9	0.118	0.472
Lib3_9_bin.30	5553	134.5	71.2	0.048	0.430
Lib3_9_bin.30	12486	133.1	55.3	0.035	0.466
Lib3_9_bin.30	6696	127.8	48.6	0.035	0.477
Lib3_9_bin.30	3108	131.8	58.6	0	0.480
Lib3_9_bin.30	10788	132.3	57.7	0.035	0.427
Lib3_9_bin.30	7005	132.7	50.3	0.155	0.482
Lib3_9_bin.30	2636	124.4	58.3	0	0.435
Lib3_9_bin.30	4354	140.2	50.2	0	0.458
Lib3_9_bin.30	6745	137.5	50.8	0.018	0.436
Lib3_9_bin.30	4796	139.1	63	0.117	0.465
Lib3_9_bin.30	3607	133.7	56.1	0	0.434
Lib3_9_bin.30	10116	135.2	48.5	0.007	0.474
Lib3_9_bin.30	18879	133.8	56.1	0.066	0.478
Lib3_9_bin.30	6698	132.7	58.2	0	0.465
Lib3_9_bin.30	4364	135.6	55.2	0.057	0.416
Lib3_9_bin.30	3571	132	43.3	0.091	0.445
Lib3_9_bin.30	2902	130.5	107.9	0.022	0.471
Lib3_9_bin.30	18110	137.4	63.5	0.019	0.482
Lib3_9_bin.30	15137	133.5	66.8	0.037	0.444
Lib3_9_bin.30	8997	134.2	50.7	0.022	0.467
Lib3_9_bin.30	3061	137	56.6	0.014	0.495
Lib3_9_bin.30	3048	130.9	52.5	0	0.475
Lib3_9_bin.30	4690	140.7	55.8	0	0.457
Lib3_9_bin.30	16302	136.2	65.4	0.079	0.463
Lib3_9_bin.30	7062	137.9	53.6	0.007	0.439
Lib3_9_bin.30	11043	133.7	57.8	0.061	0.461
Lib3_9_bin.30	7262	132.9	63.6	0.017	0.479
Lib3_9_bin.30	4653	136.7	71.9	0.016	0.449
Lib3_9_bin.30	5951	135.6	48.9	0	0.487
Lib3_9_bin.30	14541	134.2	56	0.011	0.481
Lib3_9_bin.30	8990	135	56.2	0.017	0.479
Lib3_9_bin.30	4375	128.5	49.8	0	0.481
Lib3_9_bin.30	2952	132.2	56.4	0	0.490
Lib3_9_bin.30	4698	131.9	52.1	0.019	0.494
Lib3_9_bin.30	13008	133.8	62.1	0.033	0.477
Lib3_9_bin.30	3830	135	56.9	0	0.456
Lib3_9_bin.30	2712	138.7	51.1	0.122	0.488
Lib3_9_bin.30	32364	135.5	57	0.036	0.471
Lib3_9_bin.30	3179	131.4	51.7	0.06	0.462
Lib3_9_bin.30	9776	133.1	55.7	0.118	0.435
Lib3_9_bin.30	2710	131.6	59.2	0	0.474
Lib3_9_bin.30	9317	135.8	65.6	0.033	0.469
Lib3_9_bin.30	5197	135.8	52	0.01	0.511
Lib3_9_bin.30	4859	136.5	57.2	0.149	0.470
Lib3_9_bin.30	5079	130.5	52.6	0.06	0.491
Lib3_9_bin.30	2829	132.8	59.1	0.011	0.465
Lib3_9_bin.30	17974	131.5	63.1	0.008	0.474
Lib3_9_bin.30	9253	135.4	46.5	0.022	0.473
Lib3_9_bin.30	13128	132.5	53.2	0.048	0.488
Lib3_9_bin.30	4739	133.8	60.8	0.015	0.492
Lib3_9_bin.30	5700	134.6	62.8	0.01	0.458
Lib3_9_bin.30	6037	130.5	53	0.093	0.489
Lib3_9_bin.30	5495	135.7	55.4	0	0.447
Lib3_9_bin.30	3116	131.3	61.6	0	0.439
Lib3_9_bin.30	13849	139.2	58.8	0.027	0.417
Lib3_9_bin.30	9981	130.9	57.5	0.049	0.462
Lib3_9_bin.30	2636	130.8	78.6	0.003	0.466
Lib3_9_bin.30	3691	132.9	57.7	0.184	0.454
Lib3_9_bin.30	8118	129.7	47.5	0.005	0.488
Lib3_9_bin.30	20285	135.1	59.6	0.008	0.473
Lib3_9_bin.30	4064	130.2	50	0	0.501
Lib3_9_bin.30	3125	131.7	41.5	0.1	0.473
Lib3_9_bin.30	4327	136.4	46.2	0	0.486
